Event Num,Event Title,Article Set,Selected Article,Stakeholder,Giver,Receiver,Problematic Behavior,Aftermath,Platform,Link
15325,Special report: Internet privacy: Personal stories: 'An ordinary person is hardly able to take on Google',"(Special report: Internet privacy: The web has a long memory - so do we have the right to be 'forgotten'?: Historical data can wreck reputations, activists say Deleting such information is censorship, says Google, the guardian, 2013-04-05), (Comment: Take back your afterlife: The battle over who uses personal details online is worth fighting. We are more than our data, the guardian, 2013-04-06), (U.S. News: New Online-Data Bill Sets Up Privacy Fight --- Internet Firms Push Back on California Proposal Requiring They Disclose What Has Been Done With Users' Information, wall street journal, 2013-04-06)"," (U.S. News: New Online-Data Bill Sets Up Privacy Fight --- Internet Firms Push Back on California Proposal Requiring They Disclose What Has Been Done With Users' Information, wall street journal, 2013-04-06)",S->n-r,S,n-r,User Safety_Personal Information,Legal Action,Facebook,https://www.wsj.com/articles/SB10001424127887323916304578402912554668102
32344,"‘Disinformation can be a very lucrative business, especially if you’re good at it,’ media scholar says","('‘Disinformation can be a very lucrative business, especially if you’re good at it,’ media scholar says', 'the washington post', '2021-01-19')","‘Disinformation can be a very lucrative business, especially if you’re good at it,’ media scholar says",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,Public protest,"Twitter, Facebook",https://www.washingtonpost.com/lifestyle/magazine/disinformation-can-be-a-very-lucrative-business-especially-if-youre-good-at-it-media-scholar-says/2021/01/19/4c842f06-4a04-11eb-a9d9-1e3ec4a928b9_story.html
37417,They become what they are not': Yuvraj Singh feels young cricketers are trying too hard on social media,"(''They become what they are not': Yuvraj Singh feels young cricketers are trying too hard on social media', 'the hindustan times', '2020-04-27')",‘They become what they are not’: Yuvraj Singh feels young cricketers are trying too hard on social media,S->n-i,S,n-i,User Safety_Safety Risk of Social Media Overuse,,"Twitter, Instagram, Facebook, TikTok",https://www.hindustantimes.com/cricket/they-become-what-they-are-not-yuvraj-singh-feels-young-cricketers-are-trying-too-hard-on-social-media/story-FwQvLIIWvoI6sTH2A13dxM.html
45222,13 Reasons Why' is affecting America's classrooms. Teachers tell us their stories,"(''13 Reasons Why' is affecting America's classrooms. Teachers tell us their stories', 'los angeles times', '2017-05-10')","(''13 Reasons Why' is affecting America's classrooms. Teachers tell us their stories', 'los angeles times', '2017-05-10')",1-i->n-r,1-i,n-r,User Safety_Suicide&Self-harm,Death,Online,https://www.latimes.com/entertainment/tv/la-et-st-13-reasons-why-schools-teachers-20170510-htmlstory.html
46737,Aunty National' Irani takes on trolls with open letter on Facebook,"(''Aunty National' Irani takes on trolls with open letter on Facebook', 'the hindustan times', '2016-06-17')","(''Aunty National' Irani takes on trolls with open letter on Facebook', 'the hindustan times', '2016-06-17')",n-r->1-i,n-r,n-r,User Safety_Broken Harmony,Public Message from Social Media,Twitter,https://www.pressreader.com/india/hindustan-times-amritsar/20160617/281517930407569?srsltid=AfmBOooY2kTAOgY5wKI0xjwyD4cWldgOC3jOmv-SGeJ3cCBkFW-YaOpn
35056,‘But I Saw It on Facebook’: Hoaxes Are Making Doctors’ Jobs Harder,"('‘But I Saw It on Facebook’: Hoaxes Are Making Doctors’ Jobs Harder', 'the new york times', '2020-09-02')","('‘But I Saw It on Facebook’: Hoaxes Are Making Doctors’ Jobs Harder', 'the new york times', '2020-09-02')",S->n-r,S,n-r,User Safety_Dangerous Misinformation & Endangerment,Misinformation led to action,Facebook,https://www.nytimes.com/2020/08/28/opinion/sunday/coronavirus-misinformation-faceboook.html
18448,"Forced' to fly extra hours, Air India cabin crew start online drive","(''Forced' to fly extra hours, Air India cabin crew start online drive', 'the times of india', '2012-08-20')","(''Forced' to fly extra hours, Air India cabin crew start online drive', 'the times of india', '2012-08-20')",n-r->1-i,n-r,1-i,User Safety_Broken Harmony,,Facebook,https://timesofindia.indiatimes.com/city/mumbai/forced-to-fly-extra-hours-air-india-cabin-crew-start-online-drive/articleshow/15563120.cms
28683,"Hits two targets with one arrow': Irfan's explosive 'mushkil kaam aap karo, aasan main kar lunga' dig divides internet","(''Hits two targets with one arrow': Irfan's explosive 'mushkil kaam aap karo, aasan main kar lunga' dig divides internet', 'the hindustan times', '2023-08-09')","(''Hits two targets with one arrow': Irfan's explosive 'mushkil kaam aap karo, aasan main kar lunga' dig divides internet', 'the hindustan times', '2023-08-09')",1-i->1-i,1-i,1-i,User Safety_Broken Harmony,Public Backlash,Twitter,https://www.hindustantimes.com/cricket/hits-two-targets-with-one-arrow-irfans-explosive-mushkil-kaam-aap-karo-aasan-main-kar-lunga-dig-divides-internet-101691565506887.html
10615,"‘I’m not afraid any more’: Christie Whelan Browne on Show People, Twitter trolls and her ‘horrible’ four years","('‘I’m not afraid any more’: Christie Whelan Browne on Show People, Twitter trolls and her ‘horrible’ four years', 'the guardian', '2023-01-04')","('‘I’m not afraid any more’: Christie Whelan Browne on Show People, Twitter trolls and her ‘horrible’ four years', 'the guardian', '2023-01-04')",n-r->1-i,n-r,1-i,User Safety_Harassment&Bullying,,Twitter,https://www.theguardian.com/global/2022/dec/31/im-not-afraid-any-more-christie-whelan-browne-on-show-people-twitter-trolls-and-her-horrible-four-years
19428,"Like' Button, Widgets Track Users' Web Visits","(''Like' Button, Widgets Track Users' Web Visits', 'wall street journal', '2011-05-20')","(''Like' Button, Widgets Track Users' Web Visits', 'wall street journal', '2011-05-20')",S->n-r,S,n-r,User Safety_Personal Information,,"Facebook, Twitter",https://www.wsj.com/articles/SB10001424052748704281504576329441432995616
3021,Necesitas hablar inglés': Los videos y las redes sociales muestran la polarización que el español está provocando en Estados Unidos,"(''Necesitas hablar inglés': Los videos y las redes sociales muestran la polarización que el español está provocando en Estados Unidos', 'los angeles times', '2018-05-28')","(''Necesitas hablar inglés': Los videos y las redes sociales muestran la polarización que el español está provocando en Estados Unidos', 'los angeles times', '2018-05-28')",1-r->n-r,1-r,n-r,User Safety_Broken Harmony,Public Apology,Social Media,https://www.latimes.com/espanol/eeuu/la-es-necesitas-hablar-ingles-los-videos-y-las-redes-sociales-muestran-la-polarizacion-que-el-espanol-esta-20180528-story.html
2402,Social media is fuelling a mental crisis in children. It is a tragedy for our time',"(''Social media is fuelling a mental crisis in children. It is a tragedy for our time'', 'the daily telegraph', '2018-08-13')","(''Social media is fuelling a mental crisis in children. It is a tragedy for our time'', 'the daily telegraph', '2018-08-13')",S->n-r,S,n-r,User Safety_Safety Risk of Social Media Overuse,,Social Media,https://www.telegraph.co.uk/news/2018/08/12/impact-social-media-childrens-mental-health-real-tragedy-time/
7256,"Techlash': Whipping Up Criticism of the Top Tech Companies; The increasingly sharp rebukes of Facebook, Google and others now have a term of their own","(''Techlash': Whipping Up Criticism of the Top Tech Companies; The increasingly sharp rebukes of Facebook, Google and others now have a term of their own', 'wall street journal', '2019-01-10')","(''Techlash': Whipping Up Criticism of the Top Tech Companies; The increasingly sharp rebukes of Facebook, Google and others now have a term of their own', 'wall street journal', '2019-01-10')",S->n-r,S,n-r,User Safety_Censorship & Retribution,,"Facebook, Google",https://www.wsj.com/articles/techlash-whipping-up-criticism-of-the-top-tech-companies-11547146279
8051,‘Used to it’: Aviva CEO responds after sexist comments at AGM,"('‘Used to it’: Aviva CEO responds after sexist comments at AGM', 'the guardian', '2022-05-11')","('‘Used to it’: Aviva CEO responds after sexist comments at AGM', 'the guardian', '2022-05-11')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,,LinkedIn,https://www.theguardian.com/inequality/2022/may/11/used-to-it-aviva-ceo-responds-after-sexist-comments-at-agm
18540,Video footage of Korean female TV announcer spreads in China',"(''Video footage of Korean female TV announcer spreads in China'', 'the korea times', '2012-07-30')","(''Video footage of Korean female TV announcer spreads in China'', 'the korea times', '2012-07-30')",1-r->n-r,1-r,n-r,User Safety_Dangerous Misinformation & Endangerment,,Weibo,https://www.koreatimes.co.kr/southkorea/20120730/video-footage-of-korean-female-tv-announcer-spreads-in-china
58780,Was advised to switch off my mobile till I got anticipatory bail',"(''Was advised to switch off my mobile till I got anticipatory bail'', 'the times of india', '2023-01-08')","(''Was advised to switch off my mobile till I got anticipatory bail'', 'the times of india', '2023-01-08')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,Legal Action,Social Media,https://timesofindia.indiatimes.com/city/bengaluru/pee-gate-man-who-urinated-on-co-flyer-held-from-bengaluru-guest-house/articleshow/96821477.cms
40394,‘What do you do when you can’t agree on reality?’ Demise of popular Oak Park Coronavirus Facebook group highlights pandemic’s divisions,"('‘What do you do when you can’t agree on reality?’ Demise of popular Oak Park Coronavirus Facebook group highlights pandemic’s divisions', 'chicago tribune', '2022-02-28')","('‘What do you do when you can’t agree on reality?’ Demise of popular Oak Park Coronavirus Facebook group highlights pandemic’s divisions', 'chicago tribune', '2022-02-28')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,Public Backlash,Facebook,https://www.chicagotribune.com/2022/02/28/what-do-you-do-when-you-cant-agree-on-reality-demise-of-popular-oak-park-coronavirus-facebook-group-highlights-pandemics-divisions/
32748,"Where are we headed': Jwala Gutta posts about grandmother's death, gets racist replies","(''Where are we headed': Jwala Gutta posts about grandmother's death, gets racist replies', 'the hindustan times', '2021-02-12')","(''Where are we headed': Jwala Gutta posts about grandmother's death, gets racist replies', 'the hindustan times', '2021-02-12')",n-r->1-i,n-r,1-i,User Safety_Harassment&Bullying,,Twitter,https://www.hindustantimes.com/india-news/jwala-gutta-posts-about-grandmom-s-death-gets-racist-replies-101613137291928.html
35428,‘White power’ video was a glimpse into Trump-era political discourse in ‘America’s friendliest’ retirement community,"('‘White power’ video was a glimpse into Trump-era political discourse in ‘America’s friendliest’ retirement community', 'the washington post', '2020-07-04')","('‘White power’ video was a glimpse into Trump-era political discourse in ‘America’s friendliest’ retirement community', 'the washington post', '2020-07-04')",1-r->n-r,1-r,n-r,User Safety_Broken Harmony,Remove Content,Twitter,https://www.washingtonpost.com/politics/white-power-video-was-a-glimpse-into-trump-era-political-discourse-in-americas-friendliest-retirement-community/2020/07/04/0ca405dc-bbc0-11ea-8cf5-9c1b8d7f84c6_story.html
32427,You can't teach dignity': Derek O'Brien tweets after Mamata objected to slogans,"(''You can't teach dignity': Derek O'Brien tweets after Mamata objected to slogans', 'the hindustan times', '2021-01-23')","(''You can't teach dignity': Derek O'Brien tweets after Mamata objected to slogans', 'the hindustan times', '2021-01-23')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,,Twitter,https://www.hindustantimes.com/india-news/you-can-t-teach-dignity-derek-o-brien-tweets-after-mamata-objected-to-slogans-101611407130175.html
28493,"You're a Tijuanan': Viral video roils Santa Barbara, spurring hundreds to protest","(''You're a Tijuanan': Viral video roils Santa Barbara, spurring hundreds to protest', 'los angeles times', '2023-09-18')","(''You're a Tijuanan': Viral video roils Santa Barbara, spurring hundreds to protest', 'los angeles times', '2023-09-18')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,Public Protest,Instagram,https://www.latimes.com/california/story/2023-09-18/racist-video-roils-santa-barbara-drawing-hundreds-to-impromptu-protest
50187,"""No me echan Twitter, 'Marca', 'As', ni la marioneta de Florentino""","('""No me echan Twitter, 'Marca', 'As', ni la marioneta de Florentino""', 'el pais', '2016-10-19')","('""No me echan Twitter, 'Marca', 'As', ni la marioneta de Florentino""', 'el pais', '2016-10-19')",n-r->1-i,n-r,1-i,User Safety_Dangerous Misinformation & Endangerment,Address Misinformation,Twitter,https://mexico.as.com/mexico/2016/10/18/futbol/1476791192_376424.html
44919,"""Suicide games"" prompt Kyrgyzstan to block social media","('""Suicide games"" prompt Kyrgyzstan to block social media', 'bbc monitoring central asia', '2017-02-09')","('""Suicide games"" prompt Kyrgyzstan to block social media', 'bbc monitoring central asia', '2017-02-09')",1-i->1-r,1-i,1-r,User Safety_Suicide&Self-harm,Death,Game,https://www.rferl.org/a/russia-teen-suicide-blue-whale-internet-social-media-game/28322884.html
52106,#AirBnBWhileBlack hashtag highlights potential racial bias on rental app,"('#AirBnBWhileBlack hashtag highlights potential racial bias on rental app', 'the guardian', '2016-05-05')","('#AirBnBWhileBlack hashtag highlights potential racial bias on rental app', 'the guardian', '2016-05-05')",S->n-r,S,n-r,User Safety_Broken Harmony,Public Backlash,Airbnb,https://www.theguardian.com/technology/2016/may/05/airbnbwhileblack-hashtag-highlights-potential-racial-bias-rental-app
48845,#BobbyJindalisSoWhite trends on Twitter,"('#BobbyJindalisSoWhite trends on Twitter', 'the times of india', '2015-06-26')","('#BobbyJindalisSoWhite trends on Twitter', 'the times of india', '2015-06-26')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,,Twitter,https://indianexpress.com/article/trending/bobbyjindalissowhite-trends-on-twitter/
13502,2 Hyderabad students lose govt hospital apprenticeship for dance videos,"('2 Hyderabad students lose govt hospital apprenticeship for dance videos', 'the hindustan times', '2019-07-26')","('2 Hyderabad students lose govt hospital apprenticeship for dance videos', 'the hindustan times', '2019-07-26')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,"Restricted from job/school, Public Apology",TikTok,https://www.hindustantimes.com/india-news/2-hyderabad-students-lose-govt-hospital-apprenticeship-for-dance-videos/story-woPbR4cAfSfjMFW8o5btuN.html
10013,2 policemen suspended; video shows them accepting bribes from drivers,"('2 policemen suspended; video shows them accepting bribes from drivers', 'the times of india', '2022-08-19')","('2 policemen suspended; video shows them accepting bribes from drivers', 'the times of india', '2022-08-19')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,Restricted from job/school,Social Media,https://timesofindia.indiatimes.com/city/bengaluru/2-policemen-suspended-video-shows-them-accepting-bribes-from-drivers-in-tumakuru/articleshow/93649163.cms
55547,75% of social media considered as 'gutter' internationally: Jang/Geo owner,"('75% of social media considered as 'gutter' internationally: Jang/Geo owner', 'the nation', '2017-07-26')","('75% of social media considered as 'gutter' internationally: Jang/Geo owner', 'the nation', '2017-07-26')",1-r->n-r,1-r,n-r,User Safety_Dangerous Misinformation & Endangerment,,Online,https://www.nation.com.pk/26-Jul-2017/75-of-social-media-considered-as-gutter-internationally-says-jang-geo-owner
13999,"80-yr-old woman thrashed by bahu, video goes viral","('80-yr-old woman thrashed by bahu, video goes viral', 'the times of india', '2019-06-09')","('80-yr-old woman thrashed by bahu, video goes viral', 'the times of india', '2019-06-09')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,Legal Action,"WhatsApp, Social Media",https://www.india.com/news/india/haryana-woman-brutally-thrashes-80-year-old-mother-in-law-arrested-after-video-goes-viral-3683239/
36296,A Feature of Zoom Allowed Snooping at Users' LinkedIn Profiles,"('A Feature of Zoom Allowed Snooping at Users' LinkedIn Profiles', 'new york times', '2020-04-03')","('A Feature of Zoom Allowed Snooping at Users' LinkedIn Profiles', 'new york times', '2020-04-03')",S->n-r,S,n-r,User Safety_Personal Information,Social Media Policy Change,Zoom,https://www.nytimes.com/2020/04/02/technology/zoom-linkedin-data.html
8039,A Rhode Island candidate was charged after a video showed him punching an opponent at an abortion protest.,"('A Rhode Island candidate was charged after a video showed him punching an opponent at an abortion protest.', 'new york times', '2022-06-27')","('A Rhode Island candidate was charged after a video showed him punching an opponent at an abortion protest.', 'new york times', '2022-06-27')",1-r->n-r,1-r,n-r,User Safety_Broken Harmony,"Legal Action, Restricted from job/school",Twitter,https://www.nytimes.com/2022/06/27/us/politics/rhode-island-abortion-protest-arrest.html
20971,A Site for the Videos You Don’t Want Everyone to See,"('A Site for the Videos You Don’t Want Everyone to See', 'new york times', '2010-06-23')","('A Site for the Videos You Don’t Want Everyone to See', 'new york times', '2010-06-23')",S->1-r,S,1-r,User Safety_Personal Information,,"Youtube, Facebook",https://archive.nytimes.com/bits.blogs.nytimes.com/2010/06/23/a-site-for-the-videos-you-dont-want-everyone-to-see/
59300,A summer sequel: Hogan posts another ad on 'the most incompetent man in Maryland' (Posted 2014-08-05 20:35:33),"('A summer sequel: Hogan posts another ad on 'the most incompetent man in Maryland' (Posted 2014-08-05 20:35:33)', 'the washington post', '2014-01-01')","('A summer sequel: Hogan posts another ad on 'the most incompetent man in Maryland' (Posted 2014-08-05 20:35:33)', 'the washington post', '2014-01-01')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,Public Backlash,Youtube,https://www.washingtonpost.com/local/md-politics/a-summer-sequel-hogan-posts-another-ad-on-the-most-incompetent-man-in-maryland/2014/08/05/48a09678-1cd8-11e4-82f9-2cd6fa8da5c4_story.html
38235,A viral plea to let grandparents sacrifice themselves captures a truth about Trump,"('A viral plea to let grandparents sacrifice themselves captures a truth about Trump', 'the washington post', '2020-03-24')","('A viral plea to let grandparents sacrifice themselves captures a truth about Trump', 'the washington post', '2020-03-24')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,,Social Media,https://www.washingtonpost.com/opinions/2020/03/24/viral-on-air-plea-captures-an-essential-truth-about-trump/
27777,"Aahana Kumra shares picture in swimwear day after asking fan not to touch, shares important message","('Aahana Kumra shares picture in swimwear day after asking fan not to touch, shares important message', 'the hindustan times', '2023-05-21')","('Aahana Kumra shares picture in swimwear day after asking fan not to touch, shares important message', 'the hindustan times', '2023-05-21')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,,Instagram,https://www.hindustantimes.com/entertainment/bollywood/aahana-kumra-shares-picture-in-bikini-says-look-but-don-t-touch-101684678292818.html
36412,"Acting Navy secretary says ousted captain leaked concerns to media, or was ‘too naive or too stupid to command a ship’","('Acting Navy secretary says ousted captain leaked concerns to media, or was ‘too naive or too stupid to command a ship’', 'the washington post', '2020-04-06')","('Acting Navy secretary says ousted captain leaked concerns to media, or was ‘too naive or too stupid to command a ship’', 'the washington post', '2020-04-06')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,Public Backlash,Online,https://www.washingtonpost.com/national-security/acting-navy-secretary-says-ousted-captain-leaked-to-media-or-was-too-naive-or-too-stupid-to-command-a-ship/2020/04/06/9269c230-7820-11ea-8cec-530b4044a458_story.html
7086,"After 'dead pool' pick, radio host Dan McNeil shares mental health struggle: 'I must confess, this guy got to me'","('After 'dead pool' pick, radio host Dan McNeil shares mental health struggle: 'I must confess, this guy got to me'', 'chicago tribune', '2019-01-18')","('After 'dead pool' pick, radio host Dan McNeil shares mental health struggle: 'I must confess, this guy got to me'', 'chicago tribune', '2019-01-18')",1-i->n-r,1-i,n-r,User Safety_Suicidal,,Facebook,https://www.chicagotribune.com/2019/01/18/after-dead-pool-pick-radio-host-dan-mcneil-shares-mental-health-struggle-i-must-confess-this-guy-got-to-me/
45511,"After an Online Uproar, SXSW Festival Promises to Amend Its Contracts","('After an Online Uproar, SXSW Festival Promises to Amend Its Contracts', 'new york times', '2017-03-07')","('After an Online Uproar, SXSW Festival Promises to Amend Its Contracts', 'new york times', '2017-03-07')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,Public protest,Twitter,https://www.nytimes.com/2017/03/07/arts/music/sxsw-festival-immigration-clause.html
12759,"After lover gets engaged, man streams suicide live on Facebook","('After lover gets engaged, man streams suicide live on Facebook', 'the times of india', '2019-07-22')","('After lover gets engaged, man streams suicide live on Facebook', 'the times of india', '2019-07-22')",1-r->n-r,1-r,n-r,User Safety_Suicide&Self-harm,Death,Facebook Live,https://timesofindia.indiatimes.com/city/agra/after-girlfriend-gets-engaged-22-yr-old-streams-suicide-live-on-fb/articleshow/70321255.cms
35908,"After online learning flopped, Fairfax schools switched to Google. More virtual harassment followed.","('After online learning flopped, Fairfax schools switched to Google. More virtual harassment followed.', 'the washington post', '2020-05-16')","('After online learning flopped, Fairfax schools switched to Google. More virtual harassment followed.', 'the washington post', '2020-05-16')",n-r->1-r,n-r,1-r,User Safety_Harassment&Bullying,,Google Chat,https://www.washingtonpost.com/local/education/after-online-learning-flopped-fairfax-schools-switched-to-google-more-virtual-harassment-followed/2020/05/16/728ecb1e-9449-11ea-91d7-cf4423d47683_story.html
30945,"After TikTok party, a third rowdy night in Huntington Beach ends in 29 arrests","('After TikTok party, a third rowdy night in Huntington Beach ends in 29 arrests', 'los angeles times', '2021-05-24')","('After TikTok party, a third rowdy night in Huntington Beach ends in 29 arrests', 'los angeles times', '2021-05-24')",n-r->n-r,n-r,n-r,User Safety_Broken Harmony,Public Protest,TikTok,"https://www.latimes.com/california/story/2021-05-24/after-tiktok-party-29-more-arrested-in-huntington-beach#:~:text=After%20TikTok%20party%2C%20a%20third,Beach%20ends%20in%2029%20arrests&text=Police%20declared%20an%20unlawful%20assembly,was%20overrun%20with%20unruly%20revelers."
45118,"Ahead of Senate hearing on Russia, Trump tweets about Obama and leaks","('Ahead of Senate hearing on Russia, Trump tweets about Obama and leaks', 'los angeles times', '2017-05-08')","('Ahead of Senate hearing on Russia, Trump tweets about Obama and leaks', 'los angeles times', '2017-05-08')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,,Twitter,https://www.npr.org/2017/05/12/528104260/trump-tweet-suggests-his-conversations-with-comey-might-have-been-recorded
50543,"AIB video: Richa, Vicky recreate old songs to highlight stalking in Bollywood","('AIB video: Richa, Vicky recreate old songs to highlight stalking in Bollywood', 'the hindustan times', '2016-12-12')","('AIB video: Richa, Vicky recreate old songs to highlight stalking in Bollywood', 'the hindustan times', '2016-12-12')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,,Youtube,https://www.hindustantimes.com/bollywood/aib-video-richa-vicky-recreate-old-songs-to-highlight-stalking-in-bollywood/story-hUlBDFl1GStwBeeJkWaqHN.html
36108,Aluko apologises following anger at furlough tweets,"('Aluko apologises following anger at furlough tweets', 'the daily telegraph', '2020-05-14')","('Aluko apologises following anger at furlough tweets', 'the daily telegraph', '2020-05-14')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,Public Apology,Twitter,https://www.telegraph.co.uk/football/2020/05/13/former-england-player-eni-aluko-apologises-furlough-tweets/
54280,An Instagram Poet Outpaces the Haters,"('An Instagram Poet Outpaces the Haters', 'new york times', '2017-10-08')","('An Instagram Poet Outpaces the Haters', 'new york times', '2017-10-08')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,Remove Content,Instagram,https://www.nytimes.com/2017/10/05/fashion/rupi-kaur-poetry-the-sun-and-her-flowers.html
9516,ANATOMÍA DE TWITTER / NATALIA JUNQUERA Mentes sucias y juicios amañados Twitter lleva la friolera d...,"('ANATOMÍA DE TWITTER / NATALIA JUNQUERA Mentes sucias y juicios amañados Twitter lleva la friolera d...', 'el pais', '2022-09-24')","('ANATOMÍA DE TWITTER / NATALIA JUNQUERA Mentes sucias y juicios amañados Twitter lleva la friolera d...', 'el pais', '2022-09-24')",1-r->n-r,1-r,n-r,User Safety_Broken Harmony,Public Backlash,Twitter ,https://elpais.com/opinion/2022-09-24/irene-montero-las-mentes-sucias-y-los-juicios-amanados.html
10879,Anurag Kashyap faces flak from Twitter users for praising 'most regressive movie' Bakasuran: 'Your bar has gone so low',"('Anurag Kashyap faces flak from Twitter users for praising 'most regressive movie' Bakasuran: 'Your bar has gone so low'', 'the hindustan times', '2023-02-19')","('Anurag Kashyap faces flak from Twitter users for praising 'most regressive movie' Bakasuran: 'Your bar has gone so low'', 'the hindustan times', '2023-02-19')",1-i->n-r,1-i,n-r,User Safety_Broken Harmony,Public Backlash,Twitter,https://www.hindustantimes.com/entertainment/bollywood/anurag-kashyap-faces-flak-from-twitter-users-for-praising-most-regressive-movie-bakasuran-your-bar-has-gone-so-low-101676819710977.html
53230,Are you ready? This is all the data Facebook and Google have on you | Dylan Curran,"('Are you ready? This is all the data Facebook and Google have on you | Dylan Curran', 'the guardian', '2018-03-30')","('Are you ready? This is all the data Facebook and Google have on you | Dylan Curran', 'the guardian', '2018-03-30')",S->n-r,S,n-r,User Safety_Personal Information,,Google,https://www.theguardian.com/commentisfree/2018/mar/28/all-the-data-facebook-google-has-on-you-privacy
38157,"Armaan Malik deletes all Instagram posts except one saying 'I can't take it anymore', shares cryptic tweet later","('Armaan Malik deletes all Instagram posts except one saying 'I can't take it anymore', shares cryptic tweet later', 'the hindustan times', '2020-03-11')","('Armaan Malik deletes all Instagram posts except one saying 'I can't take it anymore', shares cryptic tweet later', 'the hindustan times', '2020-03-11')",1-i->n-r,1-i,n-r,User Safety_Suicidal,,Instagram,https://www.hindustantimes.com/music/armaan-malik-deletes-all-instagram-posts-except-one-saying-i-can-t-take-it-anymore-shares-cryptic-tweet-later/story-LIpXH8BRB0aJL6rpJAT95I.html